vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,location,payment_type,fare_amount,tip_amount,total_amount,weather,traffic,customer_id,driver_id,day_of_week,hour_of_day,trip_purpose,surge_pricing
V004,2024-06-14 11:27:23,2024-06-14 11:59:23,4,8.4,40.709101,-74.072235,40.664073,-73.719558,Suburbs,Card,30.5,5.78,36.28,Clear,Light,CUST3614,DR567,Friday,11,Business,FALSE
V001,2024-05-22 20:09:08,2024-05-22 20:49:08,4,4.3,40.754851,-73.914932,40.616742,-73.80832,Midtown,Cash,16.06,3.87,19.93,Rain,Heavy,CUST4944,DR216,Wednesday,20,Errands,TRUE
V002,2024-05-05 15:56:27,2024-05-05 16:32:27,1,4.7,40.644328,-73.805913,40.821797,-74.044311,Uptown,Cash,12.01,2.65,14.66,Clear,Light,CUST6187,DR753,Sunday,15,Business,TRUE
V001,2024-07-13 11:53:19,2024-07-13 12:14:19,1,6.8,40.906327,-74.046623,40.697034,-73.735336,Suburbs,Card,14.23,3.57,17.8,Rain,Light,CUST4581,DR737,Saturday,11,Errands,TRUE
V001,2024-06-20 6:26:11,2024-06-20 7:00:11,3,8.2,40.666198,-74.089874,40.811022,-73.806375,Midtown,Card,30.47,4.94,35.41,Rain,Heavy,CUST4898,DR295,Thursday,6,Errands,FALSE
V004,2024-07-25 12:13:32,2024-07-25 13:06:32,2,1.7,40.792503,-73.918912,40.623516,-74.143301,Uptown,Card,5.21,0.62,5.83,Cloudy,Light,CUST6704,DR657,Thursday,12,Leisure,FALSE
V001,2024-06-03 7:26:53,2024-06-03 7:42:53,1,8.3,40.599804,-73.927543,40.834921,-73.960573,Uptown,Cash,27.4,5.1,32.5,Rain,Light,CUST6492,DR896,Monday,7,Airport Transfer,FALSE
V001,2024-07-30 15:40:54,2024-07-30 16:00:54,2,6.1,40.831092,-74.065955,40.714573,-74.033035,Midtown,Cash,20.76,3.04,23.8,Snow,Moderate,CUST1547,DR987,Tuesday,15,Errands,FALSE
V001,2024-05-15 11:01:52,2024-05-15 11:42:52,1,6.8,40.873428,-73.853461,40.753309,-74.042935,Suburbs,Cash,26.92,5.1,32.02,Fog,Light,CUST1891,DR854,Wednesday,11,Business,TRUE
V002,2024-07-27 15:27:38,2024-07-27 16:06:38,1,9.1,40.676133,-73.740529,40.866097,-74.092968,Downtown,Card,28.57,5.25,33.82,Rain,Light,CUST1332,DR822,Saturday,15,Commute,FALSE
V004,2024-06-23 5:07:19,2024-06-23 6:06:19,4,2.4,40.653893,-74.149579,40.75484,-73.817321,Airport,Cash,6.36,0.77,7.13,Snow,Heavy,CUST8457,DR558,Sunday,5,Business,FALSE
V003,2024-07-07 12:18:08,2024-07-07 12:53:08,2,5.7,40.83819,-73.871704,40.806108,-74.027708,Uptown,Card,14.1,2.06,16.16,Clear,Moderate,CUST9624,DR830,Sunday,12,Business,TRUE
V002,2024-05-22 1:09:20,2024-05-22 1:35:20,3,9.1,40.670119,-73.960788,40.589062,-74.043978,Midtown,Card,24.47,4.53,29,Cloudy,Moderate,CUST6671,DR908,Wednesday,1,Airport Transfer,FALSE
V002,2024-06-06 5:14:17,2024-06-06 6:10:17,1,3.7,40.680506,-73.832822,40.744343,-74.037101,Uptown,Card,8.75,2.34,11.09,Clear,Moderate,CUST6687,DR912,Thursday,5,Errands,TRUE
V001,2024-05-09 20:37:43,2024-05-09 20:50:43,1,9.1,40.608524,-73.717181,40.889442,-74.101028,Suburbs,Card,19.24,3.19,22.43,Snow,Light,CUST4738,DR113,Thursday,20,Errands,TRUE
V002,2024-07-07 0:27:01,2024-07-07 1:04:01,3,2.6,40.659078,-73.983586,40.872953,-74.064168,Uptown,Cash,6.03,1.52,7.55,Fog,Moderate,CUST3481,DR609,Sunday,0,Business,TRUE
V004,2024-05-24 20:20:13,2024-05-24 21:20:13,2,7.3,40.686156,-73.874661,40.856992,-73.884608,Uptown,Card,23.13,2.76,25.89,Clear,Moderate,CUST8459,DR934,Friday,20,Business,TRUE
V003,2024-05-16 15:23:09,2024-05-16 16:20:09,3,3.6,40.778423,-73.771215,40.844298,-73.874855,Airport,Card,10.3,1.61,11.91,Fog,Heavy,CUST9643,DR307,Thursday,15,Leisure,FALSE
V002,2024-05-30 19:27:17,2024-05-30 20:08:17,1,3.7,40.674908,-74.080375,40.695791,-73.812691,Uptown,Cash,12.72,1.73,14.45,Rain,Heavy,CUST5972,DR468,Thursday,19,Leisure,TRUE
V002,2024-06-23 2:49:27,2024-06-23 3:07:27,1,2.8,40.736301,-73.954946,40.675919,-74.053641,Suburbs,Card,11.15,2.57,13.72,Fog,Heavy,CUST9925,DR736,Sunday,2,Business,TRUE
V003,2024-06-28 7:49:00,2024-06-28 8:14:00,4,7.4,40.662243,-73.78662,40.828831,-73.775649,Airport,Cash,20.36,4.95,25.31,Fog,Light,CUST4621,DR794,Friday,7,Commute,FALSE
V003,2024-05-30 15:21:35,2024-05-30 15:59:35,3,8.5,40.783341,-73.898735,40.830676,-74.107172,Downtown,Cash,31.45,4.68,36.13,Cloudy,Moderate,CUST5107,DR504,Thursday,15,Airport Transfer,FALSE
V003,2024-06-16 5:46:09,2024-06-16 6:41:09,1,4,40.909407,-73.978766,40.584042,-73.950663,Midtown,Card,14.3,3.03,17.33,Fog,Heavy,CUST9153,DR523,Sunday,5,Commute,FALSE
V001,2024-05-06 16:53:48,2024-05-06 17:02:48,3,1.4,40.599394,-73.890707,40.803336,-73.983768,Downtown,Card,3.36,0.7,4.06,Rain,Heavy,CUST8182,DR819,Monday,16,Commute,TRUE
V004,2024-05-09 13:20:27,2024-05-09 14:08:27,1,8.7,40.746125,-73.889446,40.725817,-73.811739,Uptown,Card,22.94,4.63,27.57,Snow,Moderate,CUST1507,DR635,Thursday,13,Commute,TRUE
V004,2024-06-01 10:03:42,2024-06-01 10:47:42,1,3.2,40.74599,-73.877721,40.691781,-74.141649,Downtown,Card,9.3,0.97,10.27,Fog,Heavy,CUST6502,DR246,Saturday,10,Errands,FALSE
V002,2024-05-12 20:36:32,2024-05-12 21:29:32,2,8.8,40.710445,-74.144104,40.900961,-74.053211,Midtown,Card,27.03,3.78,30.81,Rain,Moderate,CUST1259,DR635,Sunday,20,Airport Transfer,FALSE
V001,2024-05-17 18:46:30,2024-05-17 19:29:30,4,9.9,40.884468,-74.009174,40.908411,-73.983551,Downtown,Card,37.27,4.92,42.19,Snow,Heavy,CUST9730,DR771,Friday,18,Airport Transfer,TRUE
V003,2024-05-17 10:48:43,2024-05-17 10:58:43,1,4.2,40.791174,-74.102335,40.677453,-73.794252,Airport,Cash,13.12,2.98,16.1,Cloudy,Heavy,CUST9748,DR897,Friday,10,Leisure,TRUE
V004,2024-07-19 20:41:48,2024-07-19 21:30:48,2,6.6,40.784934,-73.782674,40.757362,-74.000639,Uptown,Cash,13.6,2.98,16.58,Cloudy,Moderate,CUST9120,DR442,Friday,20,Errands,FALSE
V002,2024-07-15 4:39:40,2024-07-15 5:03:40,4,4.3,40.70379,-74.049121,40.900157,-73.996062,Suburbs,Cash,15.44,2.13,17.57,Clear,Light,CUST6199,DR374,Monday,4,Airport Transfer,FALSE
V002,2024-07-29 14:24:26,2024-07-29 14:45:26,1,3.5,40.846373,-73.846457,40.915869,-73.820498,Airport,Card,7.41,1.96,9.37,Clear,Light,CUST2138,DR734,Monday,14,Leisure,FALSE
V001,2024-06-30 14:03:15,2024-06-30 14:38:15,3,3.8,40.82908,-73.947235,40.62318,-73.79479,Midtown,Card,9.6,1.1,10.7,Snow,Light,CUST4994,DR679,Sunday,14,Errands,FALSE
V004,2024-06-26 7:40:47,2024-06-26 8:12:47,3,6,40.622464,-73.837292,40.876142,-73.753191,Suburbs,Cash,22.87,4.61,27.48,Rain,Moderate,CUST9321,DR252,Wednesday,7,Commute,FALSE
V001,2024-06-29 14:29:18,2024-06-29 14:57:18,3,7.8,40.685565,-73.852011,40.788856,-73.921284,Uptown,Cash,24.07,5.17,29.24,Snow,Heavy,CUST9938,DR416,Saturday,14,Business,TRUE
V001,2024-06-28 15:50:27,2024-06-28 16:47:27,2,2.5,40.852652,-74.109745,40.915421,-73.723507,Midtown,Cash,5.42,1.52,6.94,Clear,Light,CUST5307,DR810,Friday,15,Business,TRUE
V004,2024-05-24 9:38:46,2024-05-24 9:55:46,3,9.3,40.852435,-73.958668,40.819,-73.793352,Uptown,Card,22.84,2.54,25.38,Rain,Heavy,CUST5296,DR660,Friday,9,Leisure,FALSE
V002,2024-06-21 3:07:53,2024-06-21 3:29:53,2,4.7,40.599009,-73.911151,40.785369,-74.09148,Midtown,Cash,15.81,3.62,19.43,Snow,Light,CUST4180,DR126,Friday,3,Business,FALSE
V004,2024-06-04 9:12:14,2024-06-04 10:09:14,4,4.7,40.849606,-73.890082,40.667752,-73.882396,Midtown,Card,17.37,2.36,19.73,Snow,Heavy,CUST5372,DR392,Tuesday,9,Leisure,FALSE
V004,2024-07-23 18:34:49,2024-07-23 18:45:49,4,1.6,40.614515,-73.897533,40.834332,-73.867775,Uptown,Card,4.39,0.44,4.83,Fog,Light,CUST1608,DR811,Tuesday,18,Airport Transfer,FALSE
V002,2024-07-25 3:41:07,2024-07-25 3:58:07,4,4.9,40.712649,-74.042528,40.868583,-73.723264,Airport,Card,11.63,3.36,14.99,Clear,Heavy,CUST2741,DR949,Thursday,3,Leisure,FALSE
V003,2024-06-16 13:16:08,2024-06-16 13:35:08,4,5,40.783513,-73.797138,40.856326,-73.863417,Suburbs,Card,10.86,2.21,13.07,Rain,Heavy,CUST5423,DR933,Sunday,13,Airport Transfer,FALSE
V002,2024-07-03 8:04:53,2024-07-03 8:35:53,4,8.5,40.67146,-74.037253,40.777858,-74.020177,Uptown,Card,29.37,5.28,34.65,Cloudy,Moderate,CUST7453,DR643,Wednesday,8,Errands,FALSE
V003,2024-06-11 6:01:20,2024-06-11 6:18:20,3,9.3,40.855343,-73.822176,40.729686,-73.715037,Airport,Cash,32.58,9.7,42.28,Cloudy,Heavy,CUST6160,DR711,Tuesday,6,Errands,TRUE
V001,2024-05-18 1:35:03,2024-05-18 2:17:03,2,6.1,40.80046,-73.724359,40.647069,-73.734337,Midtown,Card,17.46,2.2,19.66,Clear,Heavy,CUST4597,DR267,Saturday,1,Commute,FALSE
V001,2024-06-18 8:33:56,2024-06-18 9:10:56,3,8.3,40.808198,-73.806547,40.895994,-73.862155,Downtown,Card,23.16,4.77,27.93,Snow,Moderate,CUST4132,DR184,Tuesday,8,Airport Transfer,FALSE
V004,2024-05-22 19:42:55,2024-05-22 19:48:55,2,1.7,40.82984,-73.751191,40.643338,-73.962284,Midtown,Cash,3.67,0.67,4.34,Snow,Light,CUST7881,DR608,Wednesday,19,Business,TRUE
V002,2024-05-02 11:54:46,2024-05-02 12:29:46,2,8,40.779828,-73.752059,40.78503,-74.080661,Airport,Cash,25.67,3.13,28.8,Rain,Moderate,CUST6759,DR561,Thursday,11,Errands,FALSE
V004,2024-07-26 15:42:44,2024-07-26 16:01:44,4,8.3,40.809375,-73.898667,40.825615,-73.902817,Suburbs,Card,25.78,7.18,32.96,Clear,Light,CUST1361,DR508,Friday,15,Leisure,FALSE
V002,2024-07-15 10:32:54,2024-07-15 10:55:54,3,8.7,40.82805,-73.714638,40.910412,-73.899731,Airport,Card,31.48,3.67,35.15,Fog,Moderate,CUST7369,DR285,Monday,10,Airport Transfer,FALSE
V003,2024-06-28 16:28:08,2024-06-28 16:51:08,4,2.6,40.722427,-73.85988,40.895592,-73.950265,Uptown,Card,6.01,1.64,7.65,Fog,Light,CUST9935,DR858,Friday,16,Leisure,FALSE
V004,2024-07-16 4:42:38,2024-07-16 5:12:38,3,2.7,40.908677,-73.704262,40.849023,-73.841779,Uptown,Cash,9.64,2.43,12.07,Clear,Moderate,CUST5412,DR252,Tuesday,4,Business,FALSE
V004,2024-05-30 8:11:18,2024-05-30 9:00:18,3,3.8,40.719872,-73.88399,40.714461,-74.136234,Downtown,Card,13.9,2.99,16.89,Clear,Moderate,CUST3543,DR726,Thursday,8,Leisure,FALSE
V002,2024-06-11 15:36:57,2024-06-11 15:51:57,3,7.5,40.780174,-74.036263,40.873625,-74.037034,Uptown,Cash,19.11,3.6,22.71,Clear,Light,CUST2978,DR330,Tuesday,15,Errands,TRUE
V004,2024-05-10 14:45:33,2024-05-10 15:05:33,4,5,40.863554,-74.03078,40.641416,-74.025396,Suburbs,Cash,12.93,1.34,14.27,Rain,Moderate,CUST9265,DR874,Friday,14,Airport Transfer,TRUE
V004,2024-06-16 1:06:43,2024-06-16 1:21:43,2,3.6,40.739534,-74.010335,40.793524,-73.84663,Airport,Cash,7.88,2.34,10.22,Fog,Heavy,CUST4075,DR819,Sunday,1,Airport Transfer,TRUE
V001,2024-07-20 5:39:26,2024-07-20 6:05:26,1,2.3,40.611576,-74.076376,40.870456,-73.79254,Midtown,Card,8.62,1.62,10.24,Cloudy,Moderate,CUST9398,DR288,Saturday,5,Commute,TRUE
V003,2024-07-02 3:54:31,2024-07-02 4:49:31,2,7,40.690415,-74.002458,40.660814,-74.052931,Suburbs,Cash,23.43,6.03,29.46,Fog,Moderate,CUST3965,DR251,Tuesday,3,Business,FALSE
V001,2024-05-30 19:11:56,2024-05-30 19:54:56,1,3.8,40.760981,-74.082003,40.705471,-73.870726,Airport,Card,10.85,1.91,12.76,Clear,Moderate,CUST1327,DR808,Thursday,19,Airport Transfer,TRUE
V004,2024-06-18 1:08:23,2024-06-18 1:29:23,1,5.4,40.626308,-74.111608,40.755158,-73.867707,Downtown,Card,11.76,2.71,14.47,Snow,Moderate,CUST5078,DR500,Tuesday,1,Business,FALSE
V001,2024-05-13 18:26:33,2024-05-13 18:44:33,3,8.4,40.671799,-73.783535,40.704257,-73.995522,Airport,Card,29.43,7.03,36.46,Fog,Light,CUST6763,DR900,Monday,18,Errands,TRUE
V002,2024-07-22 11:22:14,2024-07-22 11:41:14,1,4.9,40.890044,-73.990921,40.787227,-74.093866,Airport,Card,16.48,2.51,18.99,Cloudy,Light,CUST4990,DR629,Monday,11,Airport Transfer,FALSE
V001,2024-05-02 16:41:43,2024-05-02 16:51:43,1,4.6,40.762258,-73.739196,40.687012,-73.845679,Uptown,Card,11.62,2.11,13.73,Fog,Heavy,CUST2500,DR376,Thursday,16,Leisure,FALSE
V002,2024-07-27 20:41:21,2024-07-27 20:56:21,1,3.7,40.775033,-73.960195,40.634982,-73.856695,Airport,Card,9.53,2.07,11.6,Snow,Light,CUST4368,DR115,Saturday,20,Business,FALSE
V004,2024-06-16 15:51:08,2024-06-16 16:51:08,2,2.9,40.757065,-74.022792,40.798918,-74.004948,Suburbs,Cash,6.87,1.51,8.38,Clear,Heavy,CUST5608,DR797,Sunday,15,Business,FALSE
V004,2024-05-16 9:10:00,2024-05-16 10:10:00,4,8.3,40.690362,-73.877808,40.643168,-73.861051,Midtown,Card,26.65,6.99,33.64,Rain,Moderate,CUST9512,DR749,Thursday,9,Leisure,FALSE
V003,2024-06-28 12:29:31,2024-06-28 12:36:31,1,6.9,40.649205,-73.958529,40.910008,-73.72244,Midtown,Card,21.89,2.42,24.31,Snow,Light,CUST5498,DR789,Friday,12,Airport Transfer,FALSE
V001,2024-07-30 17:40:47,2024-07-30 18:34:47,4,8.5,40.72079,-74.13481,40.580095,-74.049526,Suburbs,Card,26.48,6.46,32.94,Fog,Heavy,CUST5224,DR151,Tuesday,17,Business,TRUE
V004,2024-06-04 9:26:36,2024-06-04 10:18:36,2,4.6,40.827687,-74.141015,40.783366,-73.837571,Uptown,Card,15.64,3.08,18.72,Snow,Heavy,CUST4458,DR336,Tuesday,9,Business,FALSE
V004,2024-05-02 21:41:56,2024-05-02 22:04:56,1,3.1,40.591223,-73.891265,40.807506,-73.737069,Uptown,Cash,9.2,1.71,10.91,Clear,Moderate,CUST9579,DR400,Thursday,21,Leisure,FALSE
V002,2024-05-27 18:56:43,2024-05-27 19:46:43,2,8.3,40.733607,-73.807252,40.907001,-73.727032,Midtown,Cash,28.1,3.86,31.96,Fog,Heavy,CUST2462,DR812,Monday,18,Commute,TRUE
V001,2024-07-06 21:52:19,2024-07-06 22:22:19,1,3.8,40.797174,-74.04262,40.837359,-74.024597,Downtown,Cash,14.78,1.48,16.26,Rain,Light,CUST2769,DR771,Saturday,21,Errands,TRUE
V001,2024-07-02 10:25:48,2024-07-02 10:34:48,4,6.3,40.84992,-74.093138,40.581637,-73.830078,Uptown,Card,22.44,2.64,25.08,Cloudy,Heavy,CUST5270,DR943,Tuesday,10,Errands,TRUE
V003,2024-07-17 14:24:31,2024-07-17 15:23:31,2,6.4,40.781254,-74.035949,40.795382,-74.057317,Midtown,Card,19.67,3.86,23.53,Fog,Moderate,CUST3676,DR811,Wednesday,14,Airport Transfer,TRUE
V002,2024-06-03 10:33:09,2024-06-03 11:01:09,1,7.7,40.87611,-73.884308,40.585443,-74.04191,Uptown,Cash,20.67,2.7,23.37,Rain,Moderate,CUST1132,DR299,Monday,10,Leisure,TRUE
V003,2024-05-11 20:54:48,2024-05-11 21:08:48,2,2.6,40.882146,-74.13383,40.652409,-73.844289,Airport,Card,5.79,0.94,6.73,Fog,Heavy,CUST7739,DR403,Saturday,20,Errands,TRUE
V002,2024-06-02 2:37:00,2024-06-02 2:49:00,4,9.9,40.580071,-74.042707,40.664793,-73.778559,Airport,Card,33.32,6.69,40.01,Cloudy,Heavy,CUST5879,DR286,Sunday,2,Leisure,FALSE
V004,2024-06-07 15:02:08,2024-06-07 15:34:08,2,4.3,40.741256,-74.119437,40.731319,-73.829657,Airport,Cash,14.56,3.99,18.55,Cloudy,Light,CUST7433,DR518,Friday,15,Commute,TRUE
V002,2024-07-17 7:40:29,2024-07-17 8:02:29,1,6.9,40.584799,-74.037069,40.868111,-73.764734,Suburbs,Cash,24.24,4.64,28.88,Fog,Moderate,CUST3420,DR181,Wednesday,7,Errands,FALSE
V004,2024-07-29 17:17:11,2024-07-29 17:37:11,1,8,40.616682,-73.717861,40.702272,-73.924422,Midtown,Card,28.91,5.01,33.92,Clear,Light,CUST6960,DR556,Monday,17,Airport Transfer,FALSE
V003,2024-05-11 19:25:02,2024-05-11 19:31:02,3,3.7,40.733842,-73.954978,40.742636,-73.707944,Midtown,Cash,7.87,1.46,9.33,Clear,Moderate,CUST5813,DR655,Saturday,19,Airport Transfer,FALSE
V001,2024-07-08 18:37:01,2024-07-08 19:35:01,2,8.1,40.713385,-73.765527,40.888526,-73.88571,Uptown,Card,26.53,4.48,31.01,Cloudy,Light,CUST3775,DR856,Monday,18,Errands,TRUE
V001,2024-07-05 10:55:57,2024-07-05 11:31:57,1,4.3,40.70352,-74.130366,40.655663,-73.986196,Suburbs,Cash,13.61,2.37,15.98,Rain,Heavy,CUST6708,DR404,Friday,10,Business,TRUE
V003,2024-07-03 2:50:25,2024-07-03 3:42:25,2,8.7,40.820555,-73.82117,40.816744,-73.997385,Airport,Cash,31.5,5.78,37.28,Clear,Light,CUST4240,DR212,Wednesday,2,Errands,FALSE
V003,2024-05-05 16:02:04,2024-05-05 16:40:04,1,9.9,40.86373,-73.78077,40.881898,-74.043899,Downtown,Cash,37.92,8.65,46.57,Clear,Light,CUST2611,DR280,Sunday,16,Business,TRUE
V003,2024-05-16 22:14:43,2024-05-16 22:39:43,3,9.7,40.734805,-73.889552,40.646902,-73.733043,Suburbs,Cash,35.85,10.25,46.1,Rain,Heavy,CUST8644,DR253,Thursday,22,Errands,TRUE
V003,2024-07-18 13:12:53,2024-07-18 14:03:53,4,8,40.884492,-73.857695,40.793597,-73.962048,Airport,Card,21.03,4.18,25.21,Fog,Heavy,CUST7172,DR672,Thursday,13,Leisure,TRUE
V001,2024-07-29 20:41:00,2024-07-29 21:29:00,2,8.6,40.578948,-73.922237,40.812817,-73.768649,Midtown,Cash,18.92,2.75,21.67,Snow,Light,CUST2560,DR190,Monday,20,Airport Transfer,TRUE
V004,2024-06-12 4:35:36,2024-06-12 5:35:36,2,1.4,40.916137,-74.026718,40.651693,-73.935416,Uptown,Cash,4.52,1.11,5.63,Clear,Moderate,CUST1273,DR338,Wednesday,4,Leisure,FALSE
V003,2024-07-17 17:10:20,2024-07-17 18:01:20,1,2.2,40.80533,-73.993108,40.877858,-74.128517,Downtown,Card,6.32,1.31,7.63,Rain,Moderate,CUST6179,DR786,Wednesday,17,Errands,TRUE
V004,2024-05-27 9:04:14,2024-05-27 9:43:14,2,8.5,40.731455,-73.731407,40.848114,-73.789861,Midtown,Card,29.75,7.81,37.56,Rain,Heavy,CUST4418,DR244,Monday,9,Business,FALSE
V004,2024-06-27 7:05:36,2024-06-27 7:31:36,1,5.2,40.708481,-74.10502,40.682646,-74.011124,Airport,Cash,16.79,4.03,20.82,Rain,Light,CUST7211,DR643,Thursday,7,Commute,TRUE
V003,2024-07-25 16:36:08,2024-07-25 17:18:08,3,3.8,40.630657,-73.952298,40.667745,-73.873097,Uptown,Card,8.98,1.13,10.11,Fog,Moderate,CUST6149,DR931,Thursday,16,Errands,TRUE
V001,2024-05-15 18:47:18,2024-05-15 19:01:18,1,4.9,40.613489,-74.076433,40.827242,-73.936167,Airport,Card,18.85,3.21,22.06,Clear,Heavy,CUST9530,DR278,Wednesday,18,Business,FALSE
V004,2024-05-10 8:06:50,2024-05-10 8:56:50,3,7.1,40.709425,-73.74611,40.580619,-74.025182,Midtown,Cash,18.73,2.57,21.3,Snow,Moderate,CUST9219,DR975,Friday,8,Leisure,FALSE
V004,2024-07-17 23:14:06,2024-07-17 23:59:06,4,3.2,40.588054,-73.71466,40.673236,-73.993785,Downtown,Card,7.64,2.24,9.88,Snow,Light,CUST3874,DR465,Wednesday,23,Airport Transfer,TRUE
V002,2024-05-20 19:57:46,2024-05-20 20:03:46,1,8.4,40.676156,-73.897416,40.830166,-73.755852,Uptown,Cash,22.55,6.46,29.01,Rain,Light,CUST7589,DR893,Monday,19,Airport Transfer,TRUE
V003,2024-07-13 20:25:30,2024-07-13 21:08:30,1,6,40.809494,-74.147136,40.611815,-74.044761,Midtown,Cash,15.7,4.56,20.26,Snow,Moderate,CUST6411,DR185,Saturday,20,Errands,FALSE
V003,2024-05-26 10:12:18,2024-05-26 10:54:18,3,4.2,40.873794,-74.000806,40.619415,-74.09928,Airport,Cash,14.04,1.55,15.59,Cloudy,Heavy,CUST3244,DR770,Sunday,10,Airport Transfer,TRUE
V001,2024-07-08 21:17:11,2024-07-08 22:13:11,1,3.4,40.841601,-73.753418,40.901189,-74.013401,Midtown,Card,9.81,1.58,11.39,Fog,Moderate,CUST5041,DR714,Monday,21,Leisure,FALSE
V001,2024-06-04 4:42:57,2024-06-04 4:55:57,4,4.6,40.81219,-73.835805,40.604649,-73.842286,Midtown,Card,9.91,1.22,11.13,Cloudy,Heavy,CUST7930,DR484,Tuesday,4,Commute,TRUE
V004,2024-05-11 13:25:28,2024-05-11 13:47:28,3,9.3,40.752231,-73.769574,40.610903,-73.893139,Midtown,Card,29.13,5.55,34.68,Cloudy,Heavy,CUST5538,DR160,Saturday,13,Airport Transfer,TRUE
V001,2024-06-17 0:55:18,2024-06-17 1:36:18,1,1.1,40.811279,-73.743491,40.663218,-73.967823,Airport,Cash,3.8,1.06,4.86,Fog,Heavy,CUST2128,DR138,Monday,0,Errands,FALSE
V002,2024-06-21 14:25:17,2024-06-21 14:34:17,2,5.3,40.703251,-73.934214,40.879473,-73.906735,Midtown,Cash,19.77,5.07,24.84,Snow,Moderate,CUST7103,DR379,Friday,14,Business,FALSE
V003,2024-06-08 1:02:59,2024-06-08 1:55:59,2,5.3,40.87717,-73.89278,40.75651,-74.009238,Airport,Cash,14.94,2.76,17.7,Rain,Light,CUST2680,DR384,Saturday,1,Airport Transfer,FALSE
V001,2024-07-01 9:18:46,2024-07-01 9:41:46,2,4.5,40.700691,-73.962455,40.851348,-73.7299,Airport,Cash,14.01,1.84,15.85,Clear,Moderate,CUST6132,DR185,Monday,9,Airport Transfer,FALSE
V001,2024-07-25 5:57:37,2024-07-25 6:29:37,4,2.3,40.608093,-73.770168,40.783488,-73.788686,Airport,Card,8.6,1.37,9.97,Rain,Heavy,CUST2794,DR459,Thursday,5,Errands,FALSE
V002,2024-07-05 3:38:03,2024-07-05 4:09:03,1,4.8,40.831529,-73.761465,40.86802,-74.009096,Uptown,Cash,19.13,5.04,24.17,Clear,Moderate,CUST4038,DR125,Friday,3,Leisure,TRUE
V004,2024-07-12 5:18:11,2024-07-12 5:46:11,3,3.7,40.755332,-73.900552,40.595761,-73.862393,Midtown,Cash,9.01,0.93,9.94,Clear,Heavy,CUST2563,DR998,Friday,5,Airport Transfer,FALSE
V001,2024-05-15 1:05:52,2024-05-15 2:04:52,4,4,40.62286,-74.117426,40.632326,-74.036532,Suburbs,Cash,12.74,2.07,14.81,Cloudy,Light,CUST4129,DR982,Wednesday,1,Business,TRUE
V002,2024-07-31 11:36:14,2024-07-31 11:59:14,4,3.4,40.851139,-73.880638,40.615952,-73.769473,Midtown,Card,12.64,1.83,14.47,Rain,Light,CUST1735,DR704,Wednesday,11,Commute,TRUE
V004,2024-05-19 3:25:32,2024-05-19 3:40:32,4,7.7,40.81035,-73.881149,40.741411,-74.033084,Uptown,Cash,27.79,3.57,31.36,Cloudy,Light,CUST2064,DR324,Sunday,3,Errands,TRUE
V002,2024-07-05 10:33:54,2024-07-05 11:32:54,3,9.5,40.913871,-74.098919,40.834068,-73.934377,Downtown,Card,27.73,4,31.73,Fog,Heavy,CUST7766,DR176,Friday,10,Leisure,FALSE
V001,2024-07-28 8:50:48,2024-07-28 9:44:48,3,8.9,40.717271,-73.893727,40.848718,-73.866377,Midtown,Card,25.97,4.84,30.81,Cloudy,Heavy,CUST7182,DR803,Sunday,8,Commute,FALSE
V002,2024-05-02 15:34:11,2024-05-02 15:47:11,3,3.6,40.672417,-73.77604,40.712761,-74.0544,Uptown,Card,7.39,1.48,8.87,Fog,Light,CUST7653,DR441,Thursday,15,Leisure,TRUE
V001,2024-05-19 20:18:24,2024-05-19 20:48:24,2,5,40.773714,-73.7433,40.823977,-74.11008,Suburbs,Card,12.42,1.48,13.9,Cloudy,Moderate,CUST4467,DR879,Sunday,20,Commute,FALSE
V002,2024-07-05 19:51:26,2024-07-05 20:16:26,4,9.5,40.65387,-73.947028,40.824985,-73.759245,Midtown,Cash,22.66,4.28,26.94,Snow,Heavy,CUST6869,DR472,Friday,19,Errands,FALSE
V003,2024-06-03 8:57:01,2024-06-03 9:03:01,1,9.5,40.677529,-73.972932,40.634915,-73.914523,Midtown,Cash,23.7,5.43,29.13,Snow,Light,CUST1456,DR233,Monday,8,Airport Transfer,FALSE
V004,2024-06-11 2:11:12,2024-06-11 2:33:12,1,6.8,40.666308,-73.705075,40.583351,-73.74729,Downtown,Card,24.57,4.37,28.94,Fog,Moderate,CUST8725,DR316,Tuesday,2,Airport Transfer,FALSE
V001,2024-06-24 1:43:10,2024-06-24 2:36:10,1,2.8,40.655791,-73.970891,40.830404,-74.125611,Suburbs,Cash,10.24,2.65,12.89,Cloudy,Moderate,CUST1149,DR347,Monday,1,Business,FALSE
V001,2024-07-24 13:28:00,2024-07-24 14:13:00,3,7,40.638077,-73.721338,40.810109,-73.860257,Midtown,Cash,20.79,4.59,25.38,Cloudy,Heavy,CUST9491,DR510,Wednesday,13,Commute,FALSE
V003,2024-06-05 1:33:45,2024-06-05 2:08:45,2,7.4,40.874848,-74.147724,40.882246,-73.868254,Downtown,Card,28.01,4.43,32.44,Clear,Moderate,CUST9153,DR570,Wednesday,1,Commute,TRUE
V001,2024-07-08 23:22:26,2024-07-08 23:35:26,4,10,40.7079,-74.096536,40.864703,-74.142278,Suburbs,Card,25.63,3.94,29.57,Snow,Moderate,CUST7498,DR743,Monday,23,Commute,FALSE
